"firm_id","ticker","company_name","year","fs_pdf_path","ar_pdf_path","price_csv_path","fs_downloaded","ar_downloaded","price_downloaded","extraction_done","notes"
"FREN","FREN","Smartfren Telecom Tbk","2019",".\data\raw\FREN_2019_FS.pdf",".\data\annual_reports\FREN_2019_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"FREN","FREN","Smartfren Telecom Tbk","2020",".\data\raw\FREN_2020_FS.pdf",".\data\annual_reports\FREN_2020_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"FREN","FREN","Smartfren Telecom Tbk","2021",".\data\raw\FREN_2021_FS.pdf",".\data\annual_reports\FREN_2021_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"FREN","FREN","Smartfren Telecom Tbk","2022",".\data\raw\FREN_2022_FS.pdf",".\data\annual_reports\FREN_2022_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"FREN","FREN","Smartfren Telecom Tbk","2023",".\data\raw\FREN_2023_FS.pdf",".\data\annual_reports\FREN_2023_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"FREN","FREN","Smartfren Telecom Tbk","2024",".\data\raw\FREN_2024_FS.pdf",".\data\annual_reports\FREN_2024_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"FREN","FREN","Smartfren Telecom Tbk","2025",".\data\raw\FREN_2025_FS.pdf",".\data\annual_reports\FREN_2025_AR.pdf",".\data\prices\prices_FREN.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2019",".\data\raw\TOWR_2019_FS.pdf",".\data\annual_reports\TOWR_2019_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2020",".\data\raw\TOWR_2020_FS.pdf",".\data\annual_reports\TOWR_2020_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2021",".\data\raw\TOWR_2021_FS.pdf",".\data\annual_reports\TOWR_2021_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2022",".\data\raw\TOWR_2022_FS.pdf",".\data\annual_reports\TOWR_2022_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2023",".\data\raw\TOWR_2023_FS.pdf",".\data\annual_reports\TOWR_2023_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2024",".\data\raw\TOWR_2024_FS.pdf",".\data\annual_reports\TOWR_2024_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TOWR","TOWR","Sarana Menara Nusantara Tbk","2025",".\data\raw\TOWR_2025_FS.pdf",".\data\annual_reports\TOWR_2025_AR.pdf",".\data\prices\prices_TOWR.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2019",".\data\raw\TBIG_2019_FS.pdf",".\data\annual_reports\TBIG_2019_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2020",".\data\raw\TBIG_2020_FS.pdf",".\data\annual_reports\TBIG_2020_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2021",".\data\raw\TBIG_2021_FS.pdf",".\data\annual_reports\TBIG_2021_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2022",".\data\raw\TBIG_2022_FS.pdf",".\data\annual_reports\TBIG_2022_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2023",".\data\raw\TBIG_2023_FS.pdf",".\data\annual_reports\TBIG_2023_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2024",".\data\raw\TBIG_2024_FS.pdf",".\data\annual_reports\TBIG_2024_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"TBIG","TBIG","Tower Bersama Infrastructure Tbk","2025",".\data\raw\TBIG_2025_FS.pdf",".\data\annual_reports\TBIG_2025_AR.pdf",".\data\prices\prices_TBIG.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2019",".\data\raw\SUPR_2019_FS.pdf",".\data\annual_reports\SUPR_2019_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2020",".\data\raw\SUPR_2020_FS.pdf",".\data\annual_reports\SUPR_2020_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2021",".\data\raw\SUPR_2021_FS.pdf",".\data\annual_reports\SUPR_2021_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2022",".\data\raw\SUPR_2022_FS.pdf",".\data\annual_reports\SUPR_2022_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2023",".\data\raw\SUPR_2023_FS.pdf",".\data\annual_reports\SUPR_2023_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2024",".\data\raw\SUPR_2024_FS.pdf",".\data\annual_reports\SUPR_2024_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"SUPR","SUPR","Solusi Tunas Pratama Tbk","2025",".\data\raw\SUPR_2025_FS.pdf",".\data\annual_reports\SUPR_2025_AR.pdf",".\data\prices\prices_SUPR.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2019",".\data\raw\IBST_2019_FS.pdf",".\data\annual_reports\IBST_2019_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2020",".\data\raw\IBST_2020_FS.pdf",".\data\annual_reports\IBST_2020_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2021",".\data\raw\IBST_2021_FS.pdf",".\data\annual_reports\IBST_2021_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2022",".\data\raw\IBST_2022_FS.pdf",".\data\annual_reports\IBST_2022_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2023",".\data\raw\IBST_2023_FS.pdf",".\data\annual_reports\IBST_2023_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2024",".\data\raw\IBST_2024_FS.pdf",".\data\annual_reports\IBST_2024_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"IBST","IBST","Inti Bangun Sejahtera Tbk","2025",".\data\raw\IBST_2025_FS.pdf",".\data\annual_reports\IBST_2025_AR.pdf",".\data\prices\prices_IBST.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2019",".\data\raw\BALI_2019_FS.pdf",".\data\annual_reports\BALI_2019_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2020",".\data\raw\BALI_2020_FS.pdf",".\data\annual_reports\BALI_2020_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2021",".\data\raw\BALI_2021_FS.pdf",".\data\annual_reports\BALI_2021_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2022",".\data\raw\BALI_2022_FS.pdf",".\data\annual_reports\BALI_2022_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2023",".\data\raw\BALI_2023_FS.pdf",".\data\annual_reports\BALI_2023_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2024",".\data\raw\BALI_2024_FS.pdf",".\data\annual_reports\BALI_2024_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"BALI","BALI","Bali Towerindo Sentra Tbk","2025",".\data\raw\BALI_2025_FS.pdf",".\data\annual_reports\BALI_2025_AR.pdf",".\data\prices\prices_BALI.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2019",".\data\raw\LINK_2019_FS.pdf",".\data\annual_reports\LINK_2019_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2020",".\data\raw\LINK_2020_FS.pdf",".\data\annual_reports\LINK_2020_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2021",".\data\raw\LINK_2021_FS.pdf",".\data\annual_reports\LINK_2021_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2022",".\data\raw\LINK_2022_FS.pdf",".\data\annual_reports\LINK_2022_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2023",".\data\raw\LINK_2023_FS.pdf",".\data\annual_reports\LINK_2023_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2024",".\data\raw\LINK_2024_FS.pdf",".\data\annual_reports\LINK_2024_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"LINK","LINK","Link Net Tbk","2025",".\data\raw\LINK_2025_FS.pdf",".\data\annual_reports\LINK_2025_AR.pdf",".\data\prices\prices_LINK.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2019",".\data\raw\OASA_2019_FS.pdf",".\data\annual_reports\OASA_2019_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2020",".\data\raw\OASA_2020_FS.pdf",".\data\annual_reports\OASA_2020_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2021",".\data\raw\OASA_2021_FS.pdf",".\data\annual_reports\OASA_2021_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2022",".\data\raw\OASA_2022_FS.pdf",".\data\annual_reports\OASA_2022_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2023",".\data\raw\OASA_2023_FS.pdf",".\data\annual_reports\OASA_2023_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2024",".\data\raw\OASA_2024_FS.pdf",".\data\annual_reports\OASA_2024_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"OASA","OASA","Maharaksa Biru Energi Tbk","2025",".\data\raw\OASA_2025_FS.pdf",".\data\annual_reports\OASA_2025_AR.pdf",".\data\prices\prices_OASA.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2019",".\data\raw\LCKM_2019_FS.pdf",".\data\annual_reports\LCKM_2019_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2020",".\data\raw\LCKM_2020_FS.pdf",".\data\annual_reports\LCKM_2020_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2021",".\data\raw\LCKM_2021_FS.pdf",".\data\annual_reports\LCKM_2021_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2022",".\data\raw\LCKM_2022_FS.pdf",".\data\annual_reports\LCKM_2022_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2023",".\data\raw\LCKM_2023_FS.pdf",".\data\annual_reports\LCKM_2023_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2024",".\data\raw\LCKM_2024_FS.pdf",".\data\annual_reports\LCKM_2024_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"LCKM","LCKM","LCK Global Kedaton Tbk","2025",".\data\raw\LCKM_2025_FS.pdf",".\data\annual_reports\LCKM_2025_AR.pdf",".\data\prices\prices_LCKM.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2019",".\data\raw\GHON_2019_FS.pdf",".\data\annual_reports\GHON_2019_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2020",".\data\raw\GHON_2020_FS.pdf",".\data\annual_reports\GHON_2020_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2021",".\data\raw\GHON_2021_FS.pdf",".\data\annual_reports\GHON_2021_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2022",".\data\raw\GHON_2022_FS.pdf",".\data\annual_reports\GHON_2022_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2023",".\data\raw\GHON_2023_FS.pdf",".\data\annual_reports\GHON_2023_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2024",".\data\raw\GHON_2024_FS.pdf",".\data\annual_reports\GHON_2024_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
"GHON","GHON","Gihon Telekomunikasi Indonesia Tbk","2025",".\data\raw\GHON_2025_FS.pdf",".\data\annual_reports\GHON_2025_AR.pdf",".\data\prices\prices_GHON.JK.csv","0","0","0","",""
